* Measurement data measured by REW V5,19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 8192-point spectrum using Hann window and no averaging 
* Dated: 16-jun-2021 13:04:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 8192-point spectrum using Hann window and no averaging Input RMS 107,4 dB, 105,9 dBC, 107,5 dBA
* Measurement: jun 16 13:04:44
* Smoothing: 1/48 octave
* Frequency Step: 5.859375 Hz
* Start Frequency: 10.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6597.656 73.474 0
6603.516 73.526 0
6609.375 73.563 0
6615.234 73.583 0
6621.094 73.584 0
6626.953 73.565 0
6632.812 73.526 0
6638.672 73.465 0
6644.531 73.383 0
6650.391 73.281 0
6656.250 73.161 0
6662.109 73.025 0
6667.969 72.874 0
6673.828 72.712 0
6679.688 72.542 0
6685.547 72.365 0
6691.406 72.187 0
6697.266 72.009 0
6703.125 71.836 0
6708.984 71.672 0
6714.844 71.522 0
6720.703 71.389 0
6726.562 71.279 0
6732.422 71.197 0
6738.281 71.146 0
6744.141 71.131 0
6750.000 71.152 0
6755.859 71.208 0
6761.719 71.299 0
6767.578 71.418 0
6773.438 71.561 0
6779.297 71.721 0
6785.156 71.890 0
6791.016 72.060 0
6796.875 72.226 0
6802.734 72.380 0
6808.594 72.517 0
6814.453 72.634 0
6820.312 72.727 0
6826.172 72.794 0
6832.031 72.836 0
